FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
436,53,057,990100,53057990100,9901,Census Tract 9901,G5020,S,0.000000000000000,332243727.000000000000000,+48.5584745,-122.6696748
437,53,057,952401,53057952401,9524.01,Census Tract 9524.01,G5020,S,1812838.000000000000000,0.000000000000000,+48.4132170,-122.3266505
438,53,057,952301,53057952301,9523.01,Census Tract 9523.01,G5020,S,2586647.000000000000000,0.000000000000000,+48.4355432,-122.3025813
439,53,073,000804,53073000804,8.04,Census Tract 8.04,G5020,S,11115753.000000000000000,3295504.000000000000000,+48.7647805,-122.3945083
440,53,073,000805,53073000805,8.05,Census Tract 8.05,G5020,S,26784075.000000000000000,1152586.000000000000000,+48.7257150,-122.3884080
441,53,073,000803,53073000803,8.03,Census Tract 8.03,G5020,S,4636236.000000000000000,13979.000000000000000,+48.7703563,-122.4325321
442,53,073,010702,53073010702,107.02,Census Tract 107.02,G5020,S,58516004.000000000000000,924698.000000000000000,+48.8421114,-122.3180305
443,53,073,010701,53073010701,107.01,Census Tract 107.01,G5020,S,85533486.000000000000000,1486478.000000000000000,+48.8825488,-122.4248438
444,53,073,001202,53073001202,12.02,Census Tract 12.02,G5020,S,57458688.000000000000000,30595143.000000000000000,+48.6598910,-122.4547135
445,53,073,000902,53073000902,9.02,Census Tract 9.02,G5020,S,16488623.000000000000000,584596.000000000000000,+48.7149243,-122.4480208
446,53,011,041320,53011041320,413.20,Census Tract 413.20,G5020,S,2224564.000000000000000,0.000000000000000,+45.6216036,-122.5125543
447,53,063,000400,53063000400,4,Census Tract 4,G5020,S,1923224.000000000000000,0.000000000000000,+47.7078715,-117.4032297
448,53,063,000500,53063000500,5,Census Tract 5,G5020,S,1743250.000000000000000,0.000000000000000,+47.7078639,-117.4185054
449,53,063,000600,53063000600,6,Census Tract 6,G5020,S,1299934.000000000000000,0.000000000000000,+47.7081140,-117.4311015
450,53,053,070204,53053070204,702.04,Census Tract 702.04,G5020,S,5173548.000000000000000,62265.000000000000000,+47.1424677,-122.1276898
451,53,053,070401,53053070401,704.01,Census Tract 704.01,G5020,S,9373402.000000000000000,345145.000000000000000,+47.1678946,-122.2248685
452,53,053,070205,53053070205,702.05,Census Tract 702.05,G5020,S,19202834.000000000000000,48014.000000000000000,+47.1593963,-122.0886541
453,53,053,073006,53053073006,730.06,Census Tract 730.06,G5020,S,119200555.000000000000000,2550393.000000000000000,+46.8987367,-122.4185317
454,53,053,072504,53053072504,725.04,Census Tract 725.04,G5020,S,14820179.000000000000000,7813881.000000000000000,+47.3413150,-122.6325439
455,53,053,070207,53053070207,702.07,Census Tract 702.07,G5020,S,32768109.000000000000000,782971.000000000000000,+47.1508101,-122.0114366
456,53,053,073117,53053073117,731.17,Census Tract 731.17,G5020,S,49431871.000000000000000,230779.000000000000000,+46.9685450,-122.3263276
457,53,053,070307,53053070307,703.07,Census Tract 703.07,G5020,S,27775752.000000000000000,741156.000000000000000,+47.2120409,-122.1281966
458,53,053,071805,53053071805,718.05,Census Tract 718.05,G5020,S,1349186.000000000000000,0.000000000000000,+47.1599265,-122.5002916
459,53,053,940001,53053940001,9400.01,Census Tract 9400.01,G5020,S,3040357.000000000000000,13352495.000000000000000,+47.3047207,-122.4440514
460,53,063,000700,53063000700,7,Census Tract 7,G5020,S,2154894.000000000000000,0.000000000000000,+47.7080925,-117.4451911
461,53,015,000702,53015000702,7.02,Census Tract 7.02,G5020,S,2980798.000000000000000,0.000000000000000,+46.1553512,-122.9711622
462,53,015,001000,53015001000,10,Census Tract 10,G5020,S,731005.000000000000000,52313.000000000000000,+46.1470664,-122.9184539
463,53,063,004100,53063004100,41,Census Tract 41,G5020,S,1114200.000000000000000,0.000000000000000,+47.6429386,-117.4141310
464,53,053,060903,53053060903,609.03,Census Tract 609.03,G5020,S,2314063.000000000000000,1442740.000000000000000,+47.2860173,-122.5263961
465,53,053,060904,53053060904,609.04,Census Tract 609.04,G5020,S,1948487.000000000000000,0.000000000000000,+47.2808047,-122.5099314
466,53,053,061001,53053061001,610.01,Census Tract 610.01,G5020,S,2874168.000000000000000,1736876.000000000000000,+47.2539313,-122.5484041
467,53,053,073405,53053073405,734.05,Census Tract 734.05,G5020,S,2968570.000000000000000,1196.000000000000000,+47.1759973,-122.2763481
468,53,053,073407,53053073407,734.07,Census Tract 734.07,G5020,S,2362084.000000000000000,88663.000000000000000,+47.1983845,-122.2976951
469,53,011,040803,53011040803,408.03,Census Tract 408.03,G5020,S,3774373.000000000000000,0.000000000000000,+45.7000383,-122.6384194
470,53,011,040806,53011040806,408.06,Census Tract 408.06,G5020,S,3495008.000000000000000,0.000000000000000,+45.6891292,-122.5860459
471,53,011,040908,53011040908,409.08,Census Tract 409.08,G5020,S,4375369.000000000000000,0.000000000000000,+45.7037102,-122.6921321
472,53,073,010103,53073010103,101.03,Census Tract 101.03,G5020,S,3783901223.000000000000000,105473658.000000000000000,+48.8211210,-121.3126395
473,53,073,010102,53073010102,101.02,Census Tract 101.02,G5020,S,142841857.000000000000000,1084286.000000000000000,+48.9740427,-122.0349898
474,53,073,010101,53073010101,101.01,Census Tract 101.01,G5020,S,308376939.000000000000000,2828057.000000000000000,+48.8509806,-122.0707239
475,53,073,000101,53073000101,1.01,Census Tract 1.01,G5020,S,67735803.000000000000000,302569.000000000000000,+48.7904630,-122.3711113
476,53,073,940002,53073940002,9400.02,Census Tract 9400.02,G5020,S,33403899.000000000000000,41513483.000000000000000,+48.7523343,-122.6392227
477,53,073,010201,53073010201,102.01,Census Tract 102.01,G5020,S,79960906.000000000000000,1328729.000000000000000,+48.9113732,-122.2528183
478,53,073,010505,53073010505,105.05,Census Tract 105.05,G5020,S,15939587.000000000000000,390351.000000000000000,+48.8784622,-122.5828830
479,53,073,940001,53073940001,9400.01,Census Tract 9400.01,G5020,S,20669568.000000000000000,1775795.000000000000000,+48.8113139,-122.6190080
480,53,073,010503,53073010503,105.03,Census Tract 105.03,G5020,S,24724003.000000000000000,600729.000000000000000,+48.8344133,-122.6289397
481,53,073,000903,53073000903,9.03,Census Tract 9.03,G5020,S,3114282.000000000000000,0.000000000000000,+48.7474655,-122.4522364
482,53,073,000102,53073000102,1.02,Census Tract 1.02,G5020,S,19005457.000000000000000,56261.000000000000000,+48.7997766,-122.4619807
483,53,073,000402,53073000402,4.02,Census Tract 4.02,G5020,S,1866264.000000000000000,530062.000000000000000,+48.7612807,-122.4981355
484,53,073,010411,53073010411,104.11,Census Tract 104.11,G5020,S,9424071.000000000000000,119577514.000000000000000,+48.9056008,-122.7662971
485,53,073,000201,53073000201,2.01,Census Tract 2.01,G5020,S,22885121.000000000000000,3760496.000000000000000,+48.7974002,-122.5551168
486,53,073,010202,53073010202,102.02,Census Tract 102.02,G5020,S,101326486.000000000000000,1631712.000000000000000,+48.9708898,-122.3198729
487,53,073,000203,53073000203,2.03,Census Tract 2.03,G5020,S,7496107.000000000000000,47535.000000000000000,+48.8029231,-122.5123090
488,53,073,010506,53073010506,105.06,Census Tract 105.06,G5020,S,3596228.000000000000000,164971.000000000000000,+48.8493702,-122.5956939
489,53,073,000202,53073000202,2.02,Census Tract 2.02,G5020,S,12549438.000000000000000,23009.000000000000000,+48.8205396,-122.5154650
490,53,073,001101,53073001101,11.01,Census Tract 11.01,G5020,S,4288810.000000000000000,39160512.000000000000000,+48.7150195,-122.5187975
491,53,061,051000,53061051000,510,Census Tract 510,G5020,S,3340711.000000000000000,253903.000000000000000,+47.7926726,-122.3232202
492,53,049,950301,53049950301,9503.01,Census Tract 9503.01,G5020,S,370517401.000000000000000,147034322.000000000000000,+46.6541745,-123.9011591
493,53,049,950502,53049950502,9505.02,Census Tract 9505.02,G5020,S,13001734.000000000000000,12114486.000000000000000,+46.2959540,-124.0570065
494,53,049,950302,53049950302,9503.02,Census Tract 9503.02,G5020,S,6282227.000000000000000,438256.000000000000000,+46.6484917,-123.8036041
495,53,049,950501,53049950501,9505.01,Census Tract 9505.01,G5020,S,50396283.000000000000000,9841312.000000000000000,+46.3610615,-124.0041221
496,53,049,950802,53049950802,9508.02,Census Tract 9508.02,G5020,S,5135578.000000000000000,3585392.000000000000000,+46.5056388,-124.0374391
497,53,049,950702,53049950702,9507.02,Census Tract 9507.02,G5020,S,22256569.000000000000000,17224386.000000000000000,+46.4311771,-124.0324768
498,53,061,051100,53061051100,511,Census Tract 511,G5020,S,2057724.000000000000000,0.000000000000000,+47.7839887,-122.3071171
499,53,061,051200,53061051200,512,Census Tract 512,G5020,S,2100804.000000000000000,0.000000000000000,+47.7978114,-122.3058150
500,53,073,010406,53073010406,104.06,Census Tract 104.06,G5020,S,7063026.000000000000000,4921207.000000000000000,+48.9553936,-122.7569778
501,53,073,000807,53073000807,8.07,Census Tract 8.07,G5020,S,84381937.000000000000000,10748590.000000000000000,+48.6921866,-122.2652813
502,53,073,010504,53073010504,105.04,Census Tract 105.04,G5020,S,57720073.000000000000000,74862788.000000000000000,+48.8889116,-122.7854839
503,53,073,001102,53073001102,11.02,Census Tract 11.02,G5020,S,1391659.000000000000000,26701937.000000000000000,+48.7288676,-122.5048628
504,53,073,010407,53073010407,104.07,Census Tract 104.07,G5020,S,50206808.000000000000000,50454.000000000000000,+48.9109557,-122.6541318
505,53,073,010410,53073010410,104.10,Census Tract 104.10,G5020,S,24348923.000000000000000,876736.000000000000000,+48.9641657,-122.7070992
506,53,073,010408,53073010408,104.08,Census Tract 104.08,G5020,S,51332184.000000000000000,35705.000000000000000,+48.9776261,-122.6387750
507,53,073,010409,53073010409,104.09,Census Tract 104.09,G5020,S,3838652.000000000000000,3992243.000000000000000,+48.9890810,-122.7488948
508,53,073,000809,53073000809,8.09,Census Tract 8.09,G5020,S,6386046.000000000000000,0.000000000000000,+48.7119324,-122.3547141
509,53,073,001203,53073001203,12.03,Census Tract 12.03,G5020,S,809894.000000000000000,0.000000000000000,+48.7198499,-122.4920966
510,53,073,000302,53073000302,3.02,Census Tract 3.02,G5020,S,2237282.000000000000000,0.000000000000000,+48.7836545,-122.4964097
511,53,073,000301,53073000301,3.01,Census Tract 3.01,G5020,S,4077706.000000000000000,1285767.000000000000000,+48.7707540,-122.5122992
512,53,073,000904,53073000904,9.04,Census Tract 9.04,G5020,S,2110814.000000000000000,0.000000000000000,+48.7415525,-122.4427262
513,53,073,001204,53073001204,12.04,Census Tract 12.04,G5020,S,1660504.000000000000000,0.000000000000000,+48.7229386,-122.4787208
514,53,073,000808,53073000808,8.08,Census Tract 8.08,G5020,S,4112635.000000000000000,4823660.000000000000000,+48.7231003,-122.3362540
515,53,073,000401,53073000401,4.01,Census Tract 4.01,G5020,S,2901701.000000000000000,0.000000000000000,+48.7726585,-122.4796857
516,53,073,010405,53073010405,104.05,Census Tract 104.05,G5020,S,14219587.000000000000000,40917902.000000000000000,+48.9618080,-122.8079247
517,53,049,950801,53049950801,9508.01,Census Tract 9508.01,G5020,S,37021623.000000000000000,103827208.000000000000000,+46.5827228,-124.0272568
518,53,049,950701,53049950701,9507.01,Census Tract 9507.01,G5020,S,6040787.000000000000000,6452553.000000000000000,+46.4727503,-124.0336876
519,53,061,051701,53061051701,517.01,Census Tract 517.01,G5020,S,2488166.000000000000000,0.000000000000000,+47.8299818,-122.2999432
520,53,061,051918,53061051918,519.18,Census Tract 519.18,G5020,S,4478918.000000000000000,0.000000000000000,+47.7834491,-122.2143889
521,53,061,052006,53061052006,520.06,Census Tract 520.06,G5020,S,1931646.000000000000000,0.000000000000000,+47.8494688,-122.1963238
522,53,061,052105,53061052105,521.05,Census Tract 521.05,G5020,S,51624895.000000000000000,3007334.000000000000000,+47.8770813,-122.0961284
523,53,061,052203,53061052203,522.03,Census Tract 522.03,G5020,S,17282595.000000000000000,0.000000000000000,+47.8782194,-121.9822045
524,53,061,052206,53061052206,522.06,Census Tract 522.06,G5020,S,51544459.000000000000000,656136.000000000000000,+47.9272430,-121.9380580
525,53,061,052301,53061052301,523.01,Census Tract 523.01,G5020,S,39269982.000000000000000,731026.000000000000000,+47.9615588,-122.0179744
526,53,061,052402,53061052402,524.02,Census Tract 524.02,G5020,S,2430117.000000000000000,39531.000000000000000,+47.9150606,-122.0895205
527,53,061,052603,53061052603,526.03,Census Tract 526.03,G5020,S,7544543.000000000000000,669542.000000000000000,+48.0318160,-122.0850872
528,53,061,052604,53061052604,526.04,Census Tract 526.04,G5020,S,3687742.000000000000000,2126944.000000000000000,+47.9987176,-122.0936685
529,53,061,052701,53061052701,527.01,Census Tract 527.01,G5020,S,20451246.000000000000000,0.000000000000000,+48.1245256,-122.1185986
530,53,061,052803,53061052803,528.03,Census Tract 528.03,G5020,S,14085481.000000000000000,0.000000000000000,+48.1335519,-122.1637626
531,53,053,073124,53053073124,731.24,Census Tract 731.24,G5020,S,3917598.000000000000000,0.000000000000000,+47.0645059,-122.3041249
532,53,061,052903,53061052903,529.03,Census Tract 529.03,G5020,S,2979477.000000000000000,392530.000000000000000,+48.0531551,-122.1722506
533,53,061,940001,53061940001,9400.01,Census Tract 9400.01,G5020,S,50868319.000000000000000,7732629.000000000000000,+48.0752244,-122.2219406
534,53,061,053201,53061053201,532.01,Census Tract 532.01,G5020,S,46694680.000000000000000,6362161.000000000000000,+48.1952183,-122.3171137
535,53,061,053301,53061053301,533.01,Census Tract 533.01,G5020,S,24669327.000000000000000,3358876.000000000000000,+48.2560314,-122.3660164
536,53,061,053400,53061053400,534,Census Tract 534,G5020,S,129729214.000000000000000,349052.000000000000000,+48.2773401,-122.1467351
537,53,061,053700,53061053700,537,Census Tract 537,G5020,S,1686847628.000000000000000,7170557.000000000000000,+48.2371094,-121.4416703
538,53,061,040200,53061040200,402,Census Tract 402,G5020,S,2548388.000000000000000,432891.000000000000000,+48.0027560,-122.1870360
539,53,061,050300,53061050300,503,Census Tract 503,G5020,S,3731558.000000000000000,880957.000000000000000,+47.8281986,-122.3577383
540,53,061,051917,53061051917,519.17,Census Tract 519.17,G5020,S,2932949.000000000000000,0.000000000000000,+47.7840394,-122.2451690
541,53,061,052401,53061052401,524.01,Census Tract 524.01,G5020,S,3869490.000000000000000,279362.000000000000000,+47.9255961,-122.0955436
542,53,053,061501,53053061501,615.01,Census Tract 615.01,G5020,S,547304.000000000000000,0.000000000000000,+47.2596123,-122.4489310
543,53,053,072313,53053072313,723.13,Census Tract 723.13,G5020,S,2558618.000000000000000,0.000000000000000,+47.2136116,-122.5174316
544,53,053,071807,53053071807,718.07,Census Tract 718.07,G5020,S,4169671.000000000000000,71854.000000000000000,+47.1696254,-122.4954777
545,53,053,072312,53053072312,723.12,Census Tract 723.12,G5020,S,2458908.000000000000000,0.000000000000000,+47.2043152,-122.5203159
546,53,053,071808,53053071808,718.08,Census Tract 718.08,G5020,S,1940884.000000000000000,133777.000000000000000,+47.1783805,-122.4746903
547,53,061,041202,53061041202,412.02,Census Tract 412.02,G5020,S,2667865.000000000000000,44326.000000000000000,+47.9282413,-122.2252643
548,53,055,960102,53055960102,9601.02,Census Tract 9601.02,G5020,S,40131562.000000000000000,17654563.000000000000000,+48.6323349,-122.9118917
549,53,055,960101,53055960101,9601.01,Census Tract 9601.01,G5020,S,68145652.000000000000000,33252229.000000000000000,+48.6583829,-122.8331572
550,53,055,960103,53055960103,9601.03,Census Tract 9601.03,G5020,S,59107375.000000000000000,46805766.000000000000000,+48.6522888,-122.9763115
551,53,055,960501,53055960501,9605.01,Census Tract 9605.01,G5020,S,45087462.000000000000000,34820691.000000000000000,+48.4485539,-122.8848186
552,53,055,960502,53055960502,9605.02,Census Tract 9605.02,G5020,S,79423035.000000000000000,84974528.000000000000000,+48.5359989,-122.8718062
553,53,055,960301,53055960301,9603.01,Census Tract 9603.01,G5020,S,87832207.000000000000000,64988452.000000000000000,+48.5988553,-123.1353357
554,53,055,960302,53055960302,9603.02,Census Tract 9603.02,G5020,S,55589423.000000000000000,37609029.000000000000000,+48.5054876,-123.0291554
555,53,009,002400,53009002400,24,Census Tract 24,G5020,S,1991877214.000000000000000,140605578.000000000000000,+48.0960381,-124.3753387
556,53,009,002301,53009002301,23.01,Census Tract 23.01,G5020,S,53225988.000000000000000,9262483.000000000000000,+48.0631312,-122.9775030
557,53,009,002002,53009002002,20.02,Census Tract 20.02,G5020,S,12967991.000000000000000,636747.000000000000000,+48.0617894,-123.0886754
558,53,009,002001,53009002001,20.01,Census Tract 20.01,G5020,S,6039794.000000000000000,0.000000000000000,+48.0877220,-123.1137531
559,53,009,002302,53009002302,23.02,Census Tract 23.02,G5020,S,236341522.000000000000000,940292.000000000000000,+47.9254427,-122.9963577
560,53,077,001801,53077001801,18.01,Census Tract 18.01,G5020,S,190417217.000000000000000,187563.000000000000000,+46.3531939,-119.9208151
561,53,077,003003,53077003003,30.03,Census Tract 30.03,G5020,S,2489362791.000000000000000,19403205.000000000000000,+46.7006119,-121.2679007
562,53,077,002003,53077002003,20.03,Census Tract 20.03,G5020,S,5387436.000000000000000,0.000000000000000,+46.3247903,-120.0018351
563,53,077,002004,53077002004,20.04,Census Tract 20.04,G5020,S,3238759.000000000000000,0.000000000000000,+46.3361455,-120.0168890
564,53,077,002103,53077002103,21.03,Census Tract 21.03,G5020,S,69749515.000000000000000,607426.000000000000000,+46.3105425,-120.0830045
565,53,077,002006,53077002006,20.06,Census Tract 20.06,G5020,S,4872543.000000000000000,0.000000000000000,+46.3162601,-120.0277498
566,53,077,001802,53077001802,18.02,Census Tract 18.02,G5020,S,55073468.000000000000000,1640862.000000000000000,+46.2619525,-119.9942076
567,53,077,002104,53077002104,21.04,Census Tract 21.04,G5020,S,39116406.000000000000000,0.000000000000000,+46.3587382,-120.1435063
568,53,077,000402,53077000402,4.02,Census Tract 4.02,G5020,S,3773480.000000000000000,0.000000000000000,+46.6065420,-120.6139281
569,53,077,000904,53077000904,9.04,Census Tract 9.04,G5020,S,3101280.000000000000000,0.000000000000000,+46.5936304,-120.6079694
570,53,077,000401,53077000401,4.01,Census Tract 4.01,G5020,S,6841358.000000000000000,0.000000000000000,+46.6119644,-120.5780025
571,53,077,000903,53077000903,9.03,Census Tract 9.03,G5020,S,2773253.000000000000000,0.000000000000000,+46.5928548,-120.5835783
572,53,077,003004,53077003004,30.04,Census Tract 30.04,G5020,S,531693603.000000000000000,585843.000000000000000,+46.8107333,-120.7532558
573,53,077,002804,53077002804,28.04,Census Tract 28.04,G5020,S,9315218.000000000000000,0.000000000000000,+46.5957288,-120.6441593
574,53,077,000301,53077000301,3.01,Census Tract 3.01,G5020,S,3966850.000000000000000,265584.000000000000000,+46.6182424,-120.5387557
575,53,077,002005,53077002005,20.05,Census Tract 20.05,G5020,S,4516267.000000000000000,0.000000000000000,+46.3093497,-119.9966007
576,53,077,002201,53077002201,22.01,Census Tract 22.01,G5020,S,61234235.000000000000000,0.000000000000000,+46.4077292,-120.2123739
577,53,077,002202,53077002202,22.02,Census Tract 22.02,G5020,S,146303937.000000000000000,0.000000000000000,+46.4617110,-120.2484699
578,53,077,002803,53077002803,28.03,Census Tract 28.03,G5020,S,21939736.000000000000000,0.000000000000000,+46.5593583,-120.6209682
579,53,077,001503,53077001503,15.03,Census Tract 15.03,G5020,S,3083343.000000000000000,0.000000000000000,+46.5915335,-120.4890851
580,53,077,000302,53077000302,3.02,Census Tract 3.02,G5020,S,931103.000000000000000,0.000000000000000,+46.6099193,-120.5523085
581,53,077,940007,53077940007,9400.07,Census Tract 9400.07,G5020,S,5016436.000000000000000,0.000000000000000,+46.4403489,-120.4173175
582,53,077,940008,53077940008,9400.08,Census Tract 9400.08,G5020,S,3351657.000000000000000,0.000000000000000,+46.4542218,-120.4235260
583,53,077,001504,53077001504,15.04,Census Tract 15.04,G5020,S,575361.000000000000000,0.000000000000000,+46.6005703,-120.4947532
584,53,053,073132,53053073132,731.32,Census Tract 731.32,G5020,S,2124864.000000000000000,0.000000000000000,+47.0790429,-122.3076156
585,53,053,073127,53053073127,731.27,Census Tract 731.27,G5020,S,4652726.000000000000000,0.000000000000000,+47.1037071,-122.3351508
586,53,053,073130,53053073130,731.30,Census Tract 731.30,G5020,S,15751722.000000000000000,6944.000000000000000,+47.0628815,-122.2650050
587,53,053,071413,53053071413,714.13,Census Tract 714.13,G5020,S,9610785.000000000000000,0.000000000000000,+47.0733912,-122.3779677
588,53,053,071416,53053071416,714.16,Census Tract 714.16,G5020,S,2400267.000000000000000,0.000000000000000,+47.0799711,-122.4281300
589,53,053,062502,53053062502,625.02,Census Tract 625.02,G5020,S,1232468.000000000000000,0.000000000000000,+47.2101343,-122.4519248
590,53,053,060908,53053060908,609.08,Census Tract 609.08,G5020,S,1737893.000000000000000,971534.000000000000000,+47.2680118,-122.5382904
591,53,053,060907,53053060907,609.07,Census Tract 609.07,G5020,S,1299802.000000000000000,0.000000000000000,+47.2621590,-122.5258500
592,53,053,061502,53053061502,615.02,Census Tract 615.02,G5020,S,621520.000000000000000,0.000000000000000,+47.2644619,-122.4499209
593,53,009,001702,53009001702,17.02,Census Tract 17.02,G5020,S,20814604.000000000000000,12141012.000000000000000,+48.1429044,-123.1589867
594,53,009,001701,53009001701,17.01,Census Tract 17.01,G5020,S,10847625.000000000000000,0.000000000000000,+48.0926882,-123.1733620
595,53,009,001901,53009001901,19.01,Census Tract 19.01,G5020,S,17224405.000000000000000,0.000000000000000,+48.1108298,-123.1293930
596,53,009,001902,53009001902,19.02,Census Tract 19.02,G5020,S,22183952.000000000000000,10369178.000000000000000,+48.1213394,-123.0897719
597,53,061,040400,53061040400,404,Census Tract 404,G5020,S,1681963.000000000000000,752091.000000000000000,+47.9855853,-122.2165614
598,53,011,041335,53011041335,413.35,Census Tract 413.35,G5020,S,2637893.000000000000000,0.000000000000000,+45.6421478,-122.4951183
599,53,011,040713,53011040713,407.13,Census Tract 407.13,G5020,S,5958339.000000000000000,0.000000000000000,+45.7007701,-122.5194913
600,53,011,041208,53011041208,412.08,Census Tract 412.08,G5020,S,3168016.000000000000000,422598.000000000000000,+45.6087262,-122.5642452
601,53,011,041207,53011041207,412.07,Census Tract 412.07,G5020,S,992523.000000000000000,0.000000000000000,+45.6177080,-122.5656200
602,53,011,041114,53011041114,411.14,Census Tract 411.14,G5020,S,1956862.000000000000000,0.000000000000000,+45.6601957,-122.5849988
603,53,011,042601,53011042601,426.01,Census Tract 426.01,G5020,S,4410665.000000000000000,1827878.000000000000000,+45.6158559,-122.6396445
604,53,053,070403,53053070403,704.03,Census Tract 704.03,G5020,S,13549638.000000000000000,246271.000000000000000,+47.0802058,-122.2117266
605,53,053,070313,53053070313,703.13,Census Tract 703.13,G5020,S,13855013.000000000000000,143206.000000000000000,+47.2078839,-122.1936980
606,53,053,070314,53053070314,703.14,Census Tract 703.14,G5020,S,4203212.000000000000000,1570676.000000000000000,+47.2247289,-122.1859129
607,53,053,070316,53053070316,703.16,Census Tract 703.16,G5020,S,3495746.000000000000000,2673.000000000000000,+47.2464515,-122.2155896
608,53,011,042602,53011042602,426.02,Census Tract 426.02,G5020,S,2986122.000000000000000,0.000000000000000,+45.6311417,-122.6530924
609,53,011,040305,53011040305,403.05,Census Tract 403.05,G5020,S,20538528.000000000000000,5854358.000000000000000,+45.8060248,-122.7815033
610,53,011,040304,53011040304,403.04,Census Tract 403.04,G5020,S,16335340.000000000000000,675863.000000000000000,+45.7801910,-122.7288487
611,53,011,040303,53011040303,403.03,Census Tract 403.03,G5020,S,21730778.000000000000000,21914.000000000000000,+45.7984430,-122.6921314
612,53,011,040715,53011040715,407.15,Census Tract 407.15,G5020,S,20696091.000000000000000,0.000000000000000,+45.7300422,-122.5223466
613,53,011,041337,53011041337,413.37,Census Tract 413.37,G5020,S,2591237.000000000000000,7161.000000000000000,+45.6242269,-122.5397121
614,53,011,041336,53011041336,413.36,Census Tract 413.36,G5020,S,871383.000000000000000,0.000000000000000,+45.6394306,-122.5376944
615,53,011,040811,53011040811,408.11,Census Tract 408.11,G5020,S,4424675.000000000000000,0.000000000000000,+45.7182096,-122.6225616
616,53,011,040812,53011040812,408.12,Census Tract 408.12,G5020,S,8399716.000000000000000,4329.000000000000000,+45.7093615,-122.6063038
617,53,011,041334,53011041334,413.34,Census Tract 413.34,G5020,S,4639864.000000000000000,0.000000000000000,+45.6537582,-122.4906090
618,53,011,040513,53011040513,405.13,Census Tract 405.13,G5020,S,3687826.000000000000000,92672.000000000000000,+45.5858985,-122.3316098
619,53,011,040512,53011040512,405.12,Census Tract 405.12,G5020,S,2650186.000000000000000,0.000000000000000,+45.5845842,-122.3142181
620,53,011,041113,53011041113,411.13,Census Tract 411.13,G5020,S,1271188.000000000000000,0.000000000000000,+45.6526579,-122.5934854
621,53,011,040714,53011040714,407.14,Census Tract 407.14,G5020,S,1226529.000000000000000,0.000000000000000,+45.7018606,-122.5473120
622,53,053,071412,53053071412,714.12,Census Tract 714.12,G5020,S,6834912.000000000000000,19209.000000000000000,+47.0942447,-122.3847267
623,53,053,073129,53053073129,731.29,Census Tract 731.29,G5020,S,2844832.000000000000000,0.000000000000000,+47.0840181,-122.2841537
624,53,053,073133,53053073133,731.33,Census Tract 731.33,G5020,S,2351441.000000000000000,0.000000000000000,+47.0712029,-122.3237941
625,53,053,071212,53053071212,712.12,Census Tract 712.12,G5020,S,1565638.000000000000000,4004.000000000000000,+47.1347094,-122.2864171
626,53,053,072508,53053072508,725.08,Census Tract 725.08,G5020,S,13577055.000000000000000,0.000000000000000,+47.3878766,-122.5979963
627,53,053,072801,53053072801,728.01,Census Tract 728.01,G5020,S,13340758.000000000000000,5849362.000000000000000,+47.1062582,-122.6616084
628,53,053,072909,53053072909,729.09,Census Tract 729.09,G5020,S,228088426.000000000000000,2582186.000000000000000,+47.0302383,-122.5502040
629,53,053,070208,53053070208,702.08,Census Tract 702.08,G5020,S,21881251.000000000000000,333179.000000000000000,+47.1279496,-122.1909749
630,53,053,940013,53053940013,9400.13,Census Tract 9400.13,G5020,S,1628599.000000000000000,121638.000000000000000,+47.2222570,-122.3495232
631,53,053,062902,53053062902,629.02,Census Tract 629.02,G5020,S,2014258.000000000000000,0.000000000000000,+47.1944018,-122.4787394
632,53,053,072908,53053072908,729.08,Census Tract 729.08,G5020,S,5849300.000000000000000,0.000000000000000,+47.0908899,-122.6067375
633,53,053,071604,53053071604,716.04,Census Tract 716.04,G5020,S,1946236.000000000000000,0.000000000000000,+47.1538354,-122.4201159
634,53,053,063402,53053063402,634.02,Census Tract 634.02,G5020,S,1928713.000000000000000,0.000000000000000,+47.1755039,-122.4314828
635,53,053,071603,53053071603,716.03,Census Tract 716.03,G5020,S,2750894.000000000000000,0.000000000000000,+47.1642608,-122.4170286
636,53,053,071417,53053071417,714.17,Census Tract 714.17,G5020,S,3459048.000000000000000,0.000000000000000,+47.0897876,-122.4142409
637,53,053,073502,53053073502,735.02,Census Tract 735.02,G5020,S,7829842.000000000000000,21131.000000000000000,+47.2213491,-122.2726529
638,53,053,072315,53053072315,723.15,Census Tract 723.15,G5020,S,4976720.000000000000000,9294382.000000000000000,+47.1985927,-122.5826736
639,53,053,062501,53053062501,625.01,Census Tract 625.01,G5020,S,1667925.000000000000000,0.000000000000000,+47.2184714,-122.4524128
640,53,053,072509,53053072509,725.09,Census Tract 725.09,G5020,S,8102345.000000000000000,3474.000000000000000,+47.3562250,-122.5970682
641,53,053,072314,53053072314,723.14,Census Tract 723.14,G5020,S,2666957.000000000000000,15852.000000000000000,+47.2034387,-122.5414093
642,53,053,071414,53053071414,714.14,Census Tract 714.14,G5020,S,3214456.000000000000000,0.000000000000000,+47.0622162,-122.3672691
643,53,053,063302,53053063302,633.02,Census Tract 633.02,G5020,S,1496411.000000000000000,0.000000000000000,+47.1999913,-122.4161571
