,Rail Access Impedances,Rail Access Impedances,Rail Access Impedances,Rail Access Impedances,Rail Access Impedances,Air Access Impedances,Air Access Impedances,Air Access Impedances,Air Access Impedances,Air Access Impedances,Auto Impedances,Auto Impedances,Auto Impedances,Auto Impedances,Auto Impedances,Bus Access Impedances,Bus Access Impedances,Bus Access Impedances,Bus Access Impedances,Bus Access Impedances
0,Zone,Station,ZoneSta,Dist (mile),Time (min),Zone,Station,ZoneSta,Dist (mile),Time (min),ZONE 1,ZONE 2,ZONE PAIR,Dist (mile),CongTT (min),Zone,Station,ZoneSta,Dist (mile),Time (min)
2579,,,,,,,,,,,131,176,131176,28.71976208,34.46826308,,,,,
2580,,,,,,,,,,,131,177,131177,59.46921113,67.56001224,,,,,
2581,,,,,,,,,,,131,178,131178,69.48919378,73.73720227,,,,,
2582,,,,,,,,,,,131,179,131179,151.1365007,171.5830922,,,,,
2583,,,,,,,,,,,131,180,131180,135.4484428,144.3696485,,,,,
2584,,,,,,,,,,,131,181,131181,212.5278916,222.8555143,,,,,
2585,,,,,,,,,,,131,182,131182,138.9269934,159.8504927,,,,,
2586,,,,,,,,,,,131,183,131183,186.7486591,187.8850849,,,,,
2587,,,,,,,,,,,131,184,131184,76.42645107,75.72110986,,,,,
2588,,,,,,,,,,,131,185,131185,226.5825461,260.2577801,,,,,
2589,,,,,,,,,,,131,186,131186,63.2691476,74.19882188,,,,,
2590,,,,,,,,,,,131,187,131187,165.3411011,173.9242842,,,,,
2591,,,,,,,,,,,131,188,131188,68.70548523,72.95534122,,,,,
2592,,,,,,,,,,,131,189,131189,156.1297265,152.7875175,,,,,
2593,,,,,,,,,,,131,190,131190,129.3071091,146.9003224,,,,,
2594,,,,,,,,,,,131,191,131191,87.85915442,102.4253167,,,,,
2595,,,,,,,,,,,131,192,131192,132.9057808,150.443457,,,,,
2596,,,,,,,,,,,131,193,131193,96.12247471,109.3512822,,,,,
2597,,,,,,,,,,,131,194,131194,131.6056756,154.2676259,,,,,
2598,,,,,,,,,,,131,195,131195,230.9218606,247.4325289,,,,,
2599,,,,,,,,,,,131,196,131196,250.9585463,251.2238503,,,,,
2600,,,,,,,,,,,131,197,131197,261.0958276,262.7667417,,,,,
2601,,,,,,,,,,,131,198,131198,89.78276171,91.74868263,,,,,
2602,,,,,,,,,,,131,199,131199,78.68096104,77.61408183,,,,,
2603,,,,,,,,,,,131,200,131200,51.06743186,55.4076179,,,,,
2604,,,,,,,,,,,132,133,132133,87.24970524,105.8741757,,,,,
2605,,,,,,,,,,,132,134,132134,132.203336,147.1509629,,,,,
2606,,,,,,,,,,,132,135,132135,137.356949,154.4625639,,,,,
2607,,,,,,,,,,,132,136,132136,94.40121465,106.9625937,,,,,
2608,,,,,,,,,,,132,137,132137,183.5898719,191.3840757,,,,,
2609,,,,,,,,,,,132,138,132138,349.2052997,348.5956735,,,,,
2610,,,,,,,,,,,132,139,132139,103.4408736,116.3613977,,,,,
2611,,,,,,,,,,,132,140,132140,148.6921792,170.5870761,,,,,
2612,,,,,,,,,,,132,141,132141,169.5823618,180.6298612,,,,,
2613,,,,,,,,,,,132,142,132142,275.2319344,283.6709222,,,,,
2614,,,,,,,,,,,132,143,132143,107.9541797,121.5732576,,,,,
2615,,,,,,,,,,,132,144,132144,55.58226769,61.27293446,,,,,
2616,,,,,,,,,,,132,145,132145,273.2870035,283.7901821,,,,,
2617,,,,,,,,,,,132,146,132146,91.06271431,98.96808658,,,,,
2618,,,,,,,,,,,132,147,132147,434.9596084,471.4520994,,,,,
2619,,,,,,,,,,,132,148,132148,294.0112283,300.7119735,,,,,
2620,,,,,,,,,,,132,149,132149,168.6595062,190.2982302,,,,,
2621,,,,,,,,,,,132,150,132150,233.7637319,235.5885239,,,,,
2622,,,,,,,,,,,132,151,132151,121.5155231,132.3417741,,,,,
2623,,,,,,,,,,,132,152,132152,271.6712799,273.8844993,,,,,
2624,,,,,,,,,,,132,153,132153,125.8714224,140.5474112,,,,,
2625,,,,,,,,,,,132,154,132154,152.0054572,167.4421572,,,,,
2626,,,,,,,,,,,132,155,132155,243.7887884,255.7596241,,,,,
2627,,,,,,,,,,,132,156,132156,220.5080737,235.7292435,,,,,
2628,,,,,,,,,,,132,157,132157,262.277991,266.3751587,,,,,
2629,,,,,,,,,,,132,158,132158,264.2878899,272.4947728,,,,,
2630,,,,,,,,,,,132,159,132159,115.9217492,123.322383,,,,,
2631,,,,,,,,,,,132,160,132160,320.003163,325.1804279,,,,,
2632,,,,,,,,,,,132,161,132161,84.34512306,95.73177707,,,,,
2633,,,,,,,,,,,132,162,132162,95.64992743,105.9246402,,,,,
2634,,,,,,,,,,,132,163,132163,31.56667183,34.72333901,,,,,
2635,,,,,,,,,,,132,164,132164,123.7346055,136.3574114,,,,,
2636,,,,,,,,,,,132,165,132165,71.29323741,80.68173271,,,,,
2637,,,,,,,,,,,132,166,132166,419.8554059,452.2868364,,,,,
2638,,,,,,,,,,,132,167,132167,33.44076934,40.44898628,,,,,
2639,,,,,,,,,,,132,168,132168,65.40917128,73.48813614,,,,,
2640,,,,,,,,,,,132,169,132169,218.3367109,230.1471625,,,,,
2641,,,,,,,,,,,132,170,132170,388.1877533,385.3505583,,,,,
2642,,,,,,,,,,,132,171,132171,316.6231148,335.1448263,,,,,
2643,,,,,,,,,,,132,172,132172,50.4469385,56.34215235,,,,,
2644,,,,,,,,,,,132,173,132173,61.15759293,71.92566092,,,,,
2645,,,,,,,,,,,132,174,132174,161.4958558,177.1573551,,,,,
2646,,,,,,,,,,,132,175,132175,119.5756771,129.8139259,,,,,
2647,,,,,,,,,,,132,176,132176,109.5565539,126.9379741,,,,,
2648,,,,,,,,,,,132,177,132177,29.47880909,32.89044999,,,,,
2649,,,,,,,,,,,132,178,132178,154.667214,168.2897045,,,,,
2650,,,,,,,,,,,132,179,132179,215.8225209,232.9642402,,,,,
2651,,,,,,,,,,,132,180,132180,114.6967654,129.4029824,,,,,
2652,,,,,,,,,,,132,181,132181,287.3439118,292.1130766,,,,,
2653,,,,,,,,,,,132,182,132182,132.0440136,151.003335,,,,,
2654,,,,,,,,,,,132,183,132183,117.6073611,133.8229564,,,,,
2655,,,,,,,,,,,132,184,132184,56.79143085,67.99171429,,,,,
2656,,,,,,,,,,,132,185,132185,219.6995663,251.4106223,,,,,
2657,,,,,,,,,,,132,186,132186,148.4471678,168.7513241,,,,,
2658,,,,,,,,,,,132,187,132187,240.1571213,243.1818464,,,,,
2659,,,,,,,,,,,132,188,132188,94.44853499,104.7892391,,,,,
2660,,,,,,,,,,,132,189,132189,63.08129375,71.32698189,,,,,
2661,,,,,,,,,,,132,190,132190,204.1231293,216.1578846,,,,,
2662,,,,,,,,,,,132,191,132191,108.4131746,122.238839,,,,,
2663,,,,,,,,,,,132,192,132192,169.8215726,180.4695108,,,,,
2664,,,,,,,,,,,132,193,132193,61.24426653,71.03283319,,,,,
2665,,,,,,,,,,,132,194,132194,116.6394674,138.278277,,,,,
2666,,,,,,,,,,,132,195,132195,305.7378808,316.6900912,,,,,
2667,,,,,,,,,,,132,196,132196,160.5553381,175.6594984,,,,,
2668,,,,,,,,,,,132,197,132197,174.4146195,191.2965898,,,,,
2669,,,,,,,,,,,132,198,132198,49.90944647,55.57882636,,,,,
2670,,,,,,,,,,,132,199,132199,65.72094083,78.35213959,,,,,
2671,,,,,,,,,,,132,200,132200,136.2454521,149.9601201,,,,,
2672,,,,,,,,,,,133,134,133134,109.2112292,129.990472,,,,,
2673,,,,,,,,,,,133,135,133135,225.0166542,255.1582196,,,,,
2674,,,,,,,,,,,133,136,133136,182.0609199,207.6582494,,,,,
2675,,,,,,,,,,,133,137,133137,198.4597651,228.9160781,,,,,
2676,,,,,,,,,,,133,138,133138,339.6671929,374.6502245,,,,,
2677,,,,,,,,,,,133,139,133139,68.34776677,79.56152012,,,,,
2678,,,,,,,,,,,133,140,133140,236.6390724,252.9258452,,,,,
2679,,,,,,,,,,,133,141,133141,201.985255,241.205078,,,,,
2680,,,,,,,,,,,133,142,133142,272.1478277,305.4354732,,,,,
2681,,,,,,,,,,,133,143,133143,195.6138849,222.2689133,,,,,
2682,,,,,,,,,,,133,144,133144,47.31643756,56.80966124,,,,,
2683,,,,,,,,,,,133,145,133145,297.3758967,325.5372646,,,,,
2684,,,,,,,,,,,133,146,133146,137.4596075,156.049169,,,,,
2685,,,,,,,,,,,133,147,133147,419.7475016,481.5801619,,,,,
2686,,,,,,,,,,,133,148,133148,303.8231215,334.4617731,,,,,
2687,,,,,,,,,,,133,149,133149,164.0673994,186.3059193,,,,,
2688,,,,,,,,,,,133,150,133150,296.5116251,313.3709035,,,,,
2689,,,,,,,,,,,133,151,133151,105.4861821,121.3489845,,,,,
2690,,,,,,,,,,,133,152,133152,281.4831731,307.6342989,,,,,
2691,,,,,,,,,,,133,153,133153,228.8431276,234.7312554,,,,,
2692,,,,,,,,,,,133,154,133154,254.9771624,261.6260014,,,,,
2693,,,,,,,,,,,133,155,133155,242.6706816,273.3205666,,,,,
2694,,,,,,,,,,,133,156,133156,283.2559669,313.5116231,,,,,
2695,,,,,,,,,,,133,157,133157,272.0898842,300.1249583,,,,,
2696,,,,,,,,,,,133,158,133158,327.0357831,350.2771524,,,,,
2697,,,,,,,,,,,133,159,133159,178.6696424,201.1047626,,,,,
2698,,,,,,,,,,,133,160,133160,329.8150563,358.9302275,,,,,
2699,,,,,,,,,,,133,161,133161,165.0855822,169.5388558,,,,,
2700,,,,,,,,,,,133,162,133162,63.71482064,75.06512262,,,,,
2701,,,,,,,,,,,133,163,133163,119.2263771,135.4189947,,,,,
2702,,,,,,,,,,,133,164,133164,217.9613107,224.1756643,,,,,
2703,,,,,,,,,,,133,165,133165,158.9529427,181.3773884,,,,,
2704,,,,,,,,,,,133,166,133166,404.6432991,462.4148989,,,,,
2705,,,,,,,,,,,133,167,133167,53.9429359,65.72624941,,,,,
2706,,,,,,,,,,,133,168,133168,153.0688765,174.1837918,,,,,
2707,,,,,,,,,,,133,169,133169,206.5449943,234.6999332,,,,,
2708,,,,,,,,,,,133,170,133170,358.879952,408.2550345,,,,,
2709,,,,,,,,,,,133,171,133171,315.505008,352.7057688,,,,,
2710,,,,,,,,,,,133,172,133172,120.3818317,138.9175548,,,,,
2711,,,,,,,,,,,133,173,133173,37.67611231,42.81997763,,,,,
2712,,,,,,,,,,,133,174,133174,234.572749,244.8822261,,,,,
2713,,,,,,,,,,,133,175,133175,192.6525703,197.5387969,,,,,
2714,,,,,,,,,,,133,176,133176,126.9284471,152.1326165,,,,,
2715,,,,,,,,,,,133,177,133177,73.63570229,85.47517245,,,,,
2716,,,,,,,,,,,133,178,133178,142.3541072,162.0696841,,,,,
2717,,,,,,,,,,,133,179,133179,249.5824141,287.5486569,,,,,
2718,,,,,,,,,,,133,180,133180,202.3564706,230.0986381,,,,,
2719,,,,,,,,,,,133,181,133181,297.155805,325.8628762,,,,,
2720,,,,,,,,,,,133,182,133182,86.36990682,97.25397743,,,,,
2721,,,,,,,,,,,133,183,133183,205.5542543,216.1617255,,,,,
2722,,,,,,,,,,,133,184,133184,144.4511361,168.68737,,,,,
2723,,,,,,,,,,,133,185,133185,174.0254595,197.6612648,,,,,
2724,,,,,,,,,,,133,186,133186,161.715061,190.1643866,,,,,
2725,,,,,,,,,,,133,187,133187,249.9690145,276.931646,,,,,
2726,,,,,,,,,,,133,188,133188,156.3831703,177.9959432,,,,,
2727,,,,,,,,,,,133,189,133189,155.486187,161.3169929,,,,,
2728,,,,,,,,,,,133,190,133190,227.7530225,262.8658871,,,,,
2729,,,,,,,,,,,133,191,133191,76.47806784,91.37932141,,,,,
2730,,,,,,,,,,,133,192,133192,232.5694658,258.2518904,,,,,
2731,,,,,,,,,,,133,193,133193,53.09643871,56.69893393,,,,,
2732,,,,,,,,,,,133,194,133194,37.04676216,44.47290126,,,,,
2733,,,,,,,,,,,133,195,133195,315.5497741,350.4398908,,,,,
2734,,,,,,,,,,,133,196,133196,233.6322313,243.3843694,,,,,
2735,,,,,,,,,,,133,197,133197,247.4915127,259.0214608,,,,,
2736,,,,,,,,,,,133,198,133198,137.5691517,156.2744821,,,,,
2737,,,,,,,,,,,133,199,133199,152.9226461,173.2878039,,,,,
2738,,,,,,,,,,,133,200,133200,135.6072532,154.1467984,,,,,
2739,,,,,,,,,,,134,135,134135,250.548285,268.517962,,,,,
2740,,,,,,,,,,,134,136,134136,220.2335506,228.2098804,,,,,
2741,,,,,,,,,,,134,137,134137,143.7533959,164.836312,,,,,
2742,,,,,,,,,,,134,138,134138,256.7569637,278.0343325,,,,,
2743,,,,,,,,,,,134,139,134139,59.62646243,70.89335192,,,,,
2744,,,,,,,,,,,134,140,134140,292.6117031,301.0347077,,,,,
2745,,,,,,,,,,,134,141,134141,161.7988857,188.9172947,,,,,
2746,,,,,,,,,,,134,142,134142,189.2375985,208.8195811,,,,,
2747,,,,,,,,,,,134,143,134143,221.1455157,235.6286558,,,,,
2748,,,,,,,,,,,134,144,134144,85.5640683,99.57705513,,,,,
2749,,,,,,,,,,,134,145,134145,229.7155274,249.8311185,,,,,
2750,,,,,,,,,,,134,146,134146,124.6232383,137.6756344,,,,,
2751,,,,,,,,,,,134,147,134147,310.5362724,351.5896898,,,,,
2752,,,,,,,,,,,134,148,134148,236.1627523,258.755627,,,,,
2753,,,,,,,,,,,134,149,134149,75.74082977,91.13719272,,,,,
2754,,,,,,,,,,,134,150,134150,258.8792558,287.8097002,,,,,
2755,,,,,,,,,,,134,151,134151,47.16604708,56.43744755,,,,,
2756,,,,,,,,,,,134,152,134152,213.8228038,231.9281528,,,,,
2757,,,,,,,,,,,134,153,134153,251.7037584,261.7946979,,,,,
2758,,,,,,,,,,,134,154,134154,277.8377932,288.6894439,,,,,
2759,,,,,,,,,,,134,155,134155,159.7604524,176.7046745,,,,,
2760,,,,,,,,,,,134,156,134156,248.4112623,276.2649403,,,,,
2761,,,,,,,,,,,134,157,134157,204.4295149,224.4188121,,,,,
2762,,,,,,,,,,,134,158,134158,266.7384461,286.9821282,,,,,
2763,,,,,,,,,,,134,159,134159,150.5812731,177.3332565,,,,,
2764,,,,,,,,,,,134,160,134160,262.154687,283.2240814,,,,,
2765,,,,,,,,,,,134,161,134161,215.104647,241.0296668,,,,,
2766,,,,,,,,,,,134,162,134162,54.02940856,60.26834942,,,,,
2767,,,,,,,,,,,134,163,134163,157.3830078,174.8415619,,,,,
2768,,,,,,,,,,,134,164,134164,249.5669414,257.6046982,,,,,
2769,,,,,,,,,,,134,165,134165,184.4845734,194.7371309,,,,,
2770,,,,,,,,,,,134,166,134166,295.4320699,332.4244268,,,,,
2771,,,,,,,,,,,134,167,134167,121.3595666,137.3643233,,,,,
2772,,,,,,,,,,,134,168,134168,191.2255073,213.6063591,,,,,
2773,,,,,,,,,,,134,169,134169,118.2666251,142.1681471,,,,,
2774,,,,,,,,,,,134,170,134170,249.6687228,278.2645625,,,,,
2775,,,,,,,,,,,134,171,134171,217.1973612,242.7797573,,,,,
2776,,,,,,,,,,,134,172,134172,130.9573975,140.8844287,,,,,
2777,,,,,,,,,,,134,173,134173,110.0697431,126.3552515,,,,,
2778,,,,,,,,,,,134,174,134174,292.2553798,322.4552448,,,,,
2779,,,,,,,,,,,134,175,134175,250.335201,275.1118155,,,,,
2780,,,,,,,,,,,134,176,134176,100.2540779,118.4510704,,,,,
2781,,,,,,,,,,,134,177,134177,102.7245269,114.2605129,,,,,
2782,,,,,,,,,,,134,178,134178,47.57873794,55.85935799,,,,,
2783,,,,,,,,,,,134,179,134179,188.5090448,217.6124108,,,,,
2784,,,,,,,,,,,134,180,134180,210.2897586,231.0367159,,,,,
2785,,,,,,,,,,,134,181,134181,229.4954358,250.1567301,,,,,
2786,,,,,,,,,,,134,182,134182,86.76253757,101.1759313,,,,,
2787,,,,,,,,,,,134,183,134183,261.5899749,274.5521522,,,,,
2788,,,,,,,,,,,134,184,134184,151.2677668,162.3881772,,,,,
2789,,,,,,,,,,,134,185,134185,158.3362303,178.1560327,,,,,
2790,,,,,,,,,,,134,186,134186,102.9981682,118.5138388,,,,,
2791,,,,,,,,,,,134,187,134187,182.3086453,201.2254999,,,,,
2792,,,,,,,,,,,134,188,134188,143.546801,159.6224086,,,,,
2793,,,,,,,,,,,134,189,134189,193.8408177,216.6248716,,,,,
2794,,,,,,,,,,,134,190,134190,174.9116533,202.808041,,,,,
2795,,,,,,,,,,,134,191,134191,41.84216135,49.55219063,,,,,
2796,,,,,,,,,,,134,192,134192,204.4810966,234.4803843,,,,,
2797,,,,,,,,,,,134,193,134193,125.4900695,140.2342078,,,,,
2798,,,,,,,,,,,134,194,134194,138.6009914,162.3945733,,,,,
2799,,,,,,,,,,,134,195,134195,247.8894048,274.7337447,,,,,
2800,,,,,,,,,,,134,196,134196,291.3148621,320.9573881,,,,,
2801,,,,,,,,,,,134,197,134197,305.1741434,336.5944795,,,,,
2802,,,,,,,,,,,134,198,134198,164.6240775,178.41575,,,,,
2803,,,,,,,,,,,134,199,134199,153.5222768,164.2811492,,,,,
2804,,,,,,,,,,,134,200,134200,67.94688392,78.44065231,,,,,
2805,,,,,,,,,,,135,136,135136,55.80397565,62.28693079,,,,,
2806,,,,,,,,,,,135,137,135137,231.9458209,241.9686853,,,,,
2807,,,,,,,,,,,135,138,135138,397.5612486,399.1802831,,,,,
2808,,,,,,,,,,,135,139,135139,234.4108225,263.7912215,,,,,
2809,,,,,,,,,,,135,140,135140,83.01312813,88.0285838,,,,,
2810,,,,,,,,,,,135,141,135141,217.9383107,231.2144708,,,,,
2811,,,,,,,,,,,135,142,135142,323.5878834,334.2555317,,,,,
2812,,,,,,,,,,,135,143,135143,29.4027693,32.88930623,,,,,
2813,,,,,,,,,,,135,144,135144,186.5522167,208.7027583,,,,,
2814,,,,,,,,,,,135,145,135145,290.3952425,325.4690964,,,,,
2815,,,,,,,,,,,135,146,135146,141.7000467,160.6235705,,,,,
2816,,,,,,,,,,,135,147,135147,483.3155573,522.036709,,,,,
2817,,,,,,,,,,,135,148,135148,342.3671773,351.2965831,,,,,
2818,,,,,,,,,,,135,149,135149,244.8954552,269.9234264,,,,,
2819,,,,,,,,,,,135,150,135150,230.3539709,259.0006639,,,,,
2820,,,,,,,,,,,135,151,135151,212.0444721,219.6401665,,,,,
2821,,,,,,,,,,,135,152,135152,320.0272288,324.4691088,,,,,
2822,,,,,,,,,,,135,153,135153,30.01152659,34.001507,,,,,
2823,,,,,,,,,,,135,154,135154,39.37949181,45.65234099,,,,,
2824,,,,,,,,,,,135,155,135155,292.1447374,306.3442337,,,,,
2825,,,,,,,,,,,135,156,135156,250.8603127,284.3280921,,,,,
2826,,,,,,,,,,,135,157,135157,310.63394,316.9597682,,,,,
2827,,,,,,,,,,,135,158,135158,281.3961289,314.1736871,,,,,
2828,,,,,,,,,,,135,159,135159,164.2776982,173.9069926,,,,,
2829,,,,,,,,,,,135,160,135160,368.359112,375.7650375,,,,,
2830,,,,,,,,,,,135,161,135161,96.43107203,108.9168867,,,,,
2831,,,,,,,,,,,135,162,135162,235.5768336,251.2133655,,,,,
2832,,,,,,,,,,,135,163,135163,116.2264328,131.2189961,,,,,
2833,,,,,,,,,,,135,164,135164,45.84934351,54.05572672,,,,,
2834,,,,,,,,,,,135,165,135165,66.18871156,74.43943782,,,,,
2835,,,,,,,,,,,135,166,135166,468.2113548,502.871446,,,,,
2836,,,,,,,,,,,135,167,135167,170.7977183,194.9115501,,,,,
2837,,,,,,,,,,,135,168,135168,84.13393228,97.50105039,,,,,
2838,,,,,,,,,,,135,169,135169,266.6926599,280.7317721,,,,,
2839,,,,,,,,,,,135,170,135170,436.5437022,435.9351679,,,,,
2840,,,,,,,,,,,135,171,135171,364.9790638,385.7294359,,,,,
2841,,,,,,,,,,,135,172,135172,129.5668225,138.6070619,,,,,
2842,,,,,,,,,,,135,173,135173,198.5145419,226.3882248,,,,,
2843,,,,,,,,,,,135,174,135174,99.51690521,110.2008296,,,,,
2844,,,,,,,,,,,135,175,135175,93.37308392,108.4030855,,,,,
2845,,,,,,,,,,,135,176,135176,186.5262071,203.8450487,,,,,
2846,,,,,,,,,,,135,177,135177,160.4487581,180.3202739,,,,,
2847,,,,,,,,,,,135,178,135178,245.196163,255.5880969,,,,,
2848,,,,,,,,,,,135,179,135179,246.1747599,281.5630888,,,,,
2849,,,,,,,,,,,135,180,135180,73.0508164,84.92236518,,,,,
2850,,,,,,,,,,,135,181,135181,335.6998608,342.6976861,,,,,
2851,,,,,,,,,,,135,182,135182,269.8109626,300.2873788,,,,,
2852,,,,,,,,,,,135,183,135183,72.9963101,81.50574409,,,,,
2853,,,,,,,,,,,135,184,135184,99.89151811,115.3733362,,,,,
2854,,,,,,,,,,,135,185,135185,357.4665153,400.6946662,,,,,
2855,,,,,,,,,,,135,186,135186,230.3221168,247.0933975,,,,,
2856,,,,,,,,,,,135,187,135187,288.5130703,293.766456,,,,,
2857,,,,,,,,,,,135,188,135188,142.804484,155.3738487,,,,,
2858,,,,,,,,,,,135,189,135189,102.7774673,113.7309266,,,,,
2859,,,,,,,,,,,135,190,135190,252.4790783,266.7424942,,,,,
2860,,,,,,,,,,,135,191,135191,239.3831236,269.6686628,,,,,
2861,,,,,,,,,,,135,192,135192,194.5418116,222.1621194,,,,,
2862,,,,,,,,,,,135,193,135193,203.4754945,212.2751582,,,,,
2863,,,,,,,,,,,135,194,135194,254.4064164,287.5623208,,,,,
2864,,,,,,,,,,,135,195,135195,354.0938298,367.2747008,,,,,
2865,,,,,,,,,,,135,196,135196,116.2012871,124.8847937,,,,,
2866,,,,,,,,,,,135,197,135197,126.3385684,136.4276851,,,,,
2867,,,,,,,,,,,135,198,135198,101.5622075,115.3637835,,,,,
2868,,,,,,,,,,,135,199,135199,117.0357018,128.3425253,,,,,
2869,,,,,,,,,,,135,200,135200,226.774401,237.2585126,,,,,
2870,,,,,,,,,,,136,137,136137,210.2430866,206.1073322,,,,,
2871,,,,,,,,,,,136,138,136138,375.8585143,363.31893,,,,,
2872,,,,,,,,,,,136,139,136139,191.4550882,216.2912514,,,,,
2873,,,,,,,,,,,136,140,136140,80.03039381,82.59062505,,,,,
2874,,,,,,,,,,,136,141,136141,196.2355764,195.3531178,,,,,
2875,,,,,,,,,,,136,142,136142,301.8851491,298.3941787,,,,,
2876,,,,,,,,,,,136,143,136143,37.01403497,40.95051605,,,,,
2877,,,,,,,,,,,136,144,136144,143.5964823,161.2027881,,,,,
2878,,,,,,,,,,,136,145,136145,299.9402181,298.5134387,,,,,
2879,,,,,,,,,,,136,146,136146,119.9973124,124.7622175,,,,,
2880,,,,,,,,,,,136,147,136147,461.612823,486.175356,,,,,
2881,,,,,,,,,,,136,148,136148,320.664443,315.43523,,,,,
2882,,,,,,,,,,,136,149,136149,223.1927209,234.0620734,,,,,
2883,,,,,,,,,,,136,150,136150,260.4169465,250.3117804,,,,,
2884,,,,,,,,,,,136,151,136151,181.7297378,179.3320849,,,,,
2885,,,,,,,,,,,136,152,136152,298.3244945,288.6077558,,,,,
2886,,,,,,,,,,,136,153,136153,31.65520774,41.24177651,,,,,
2887,,,,,,,,,,,136,154,136154,56.25624251,69.90994252,,,,,
2888,,,,,,,,,,,136,155,136155,270.4420031,270.4828807,,,,,
2889,,,,,,,,,,,136,156,136156,247.1612883,250.4525001,,,,,
2890,,,,,,,,,,,136,157,136157,288.9312056,281.0984152,,,,,
2891,,,,,,,,,,,136,158,136158,290.9411045,287.2180294,,,,,
2892,,,,,,,,,,,136,159,136159,142.5749638,138.0456396,,,,,
2893,,,,,,,,,,,136,160,136160,346.6563777,339.9036845,,,,,
2894,,,,,,,,,,,136,161,136161,57.03433771,64.44003648,,,,,
2895,,,,,,,,,,,136,162,136162,183.6641421,205.8544939,,,,,
2896,,,,,,,,,,,136,163,136163,62.83454282,72.23925468,,,,,
2897,,,,,,,,,,,136,164,136164,36.98563214,39.16061551,,,,,
2898,,,,,,,,,,,136,165,136165,44.8462641,47.1571463,,,,,
2899,,,,,,,,,,,136,166,136166,446.5086205,467.010093,,,,,
2900,,,,,,,,,,,136,167,136167,127.841984,147.41158,,,,,
2901,,,,,,,,,,,136,168,136168,32.77019796,38.35120306,,,,,
2902,,,,,,,,,,,136,169,136169,244.9899256,244.8704191,,,,,
2903,,,,,,,,,,,136,170,136170,414.8409679,400.0738149,,,,,
2904,,,,,,,,,,,136,171,136171,343.2763295,349.8680828,,,,,
2905,,,,,,,,,,,136,172,136172,99.25208819,98.2989803,,,,,
2906,,,,,,,,,,,136,173,136173,155.5588076,178.8882546,,,,,
2907,,,,,,,,,,,136,174,136174,96.53417088,104.7628709,,,,,
2908,,,,,,,,,,,136,175,136175,70.27089173,83.01446811,,,,,
2909,,,,,,,,,,,136,176,136176,160.8277686,165.2920849,,,,,
2910,,,,,,,,,,,136,177,136177,117.4930237,132.8203037,,,,,
2911,,,,,,,,,,,136,178,136178,214.8814286,215.2800153,,,,,
2912,,,,,,,,,,,136,179,136179,242.4757355,247.6874967,,,,,
2913,,,,,,,,,,,136,180,136180,76.05579205,89.26890264,,,,,
2914,,,,,,,,,,,136,181,136181,313.9971265,306.8363331,,,,,
2915,,,,,,,,,,,136,182,136182,226.8552283,252.7874087,,,,,
2916,,,,,,,,,,,136,183,136183,49.00866555,56.10806956,,,,,
2917,,,,,,,,,,,136,184,136184,69.57678379,75.06525463,,,,,
2918,,,,,,,,,,,136,185,136185,314.510781,353.194696,,,,,
2919,,,,,,,,,,,136,186,136186,208.6193825,211.2320445,,,,,
2920,,,,,,,,,,,136,187,136187,266.8103359,257.9051029,,,,,
2921,,,,,,,,,,,136,188,136188,121.1017496,119.5124957,,,,,
2922,,,,,,,,,,,136,189,136189,56.49373294,66.81944504,,,,,
2923,,,,,,,,,,,136,190,136190,230.776344,230.8811411,,,,,
2924,,,,,,,,,,,136,191,136191,196.4273893,222.1686926,,,,,
2925,,,,,,,,,,,136,192,136192,196.4747873,195.1927674,,,,,
2926,,,,,,,,,,,136,193,136193,164.0787602,167.798308,,,,,
2927,,,,,,,,,,,136,194,136194,211.4506821,240.0623506,,,,,
2928,,,,,,,,,,,136,195,136195,332.3910955,331.4133477,,,,,
2929,,,,,,,,,,,136,196,136196,113.2185528,119.446835,,,,,
2930,,,,,,,,,,,136,197,136197,123.3558341,130.9897263,,,,,
2931,,,,,,,,,,,136,198,136198,62.62947315,72.09302472,,,,,
2932,,,,,,,,,,,136,199,136199,86.72096751,88.03444366,,,,,
2933,,,,,,,,,,,136,200,136200,196.4596667,196.950431,,,,,
2934,,,,,,,,,,,137,138,137138,172.6054277,171.6704292,,,,,
2935,,,,,,,,,,,137,139,137139,181.7609334,205.9429001,,,,,
2936,,,,,,,,,,,137,140,137140,282.621239,278.9321595,,,,,
2937,,,,,,,,,,,137,141,137141,48.78042163,59.77906082,,,,,
2938,,,,,,,,,,,137,142,137142,98.63206253,106.7456779,,,,,
2939,,,,,,,,,,,137,143,137143,202.5430516,209.0793791,,,,,
2940,,,,,,,,,,,137,144,137144,159.9506042,181.7944212,,,,,
2941,,,,,,,,,,,137,145,137145,110.9641315,114.8622207,,,,,
2942,,,,,,,,,,,137,146,137146,110.4527742,114.7066005,,,,,
2943,,,,,,,,,,,137,147,137147,257.1307364,292.0073837,,,,,
2944,,,,,,,,,,,137,148,137148,117.4113564,123.7867292,,,,,
2945,,,,,,,,,,,137,149,137149,73.5995661,86.68467932,,,,,
2946,,,,,,,,,,,137,150,137150,147.66986,156.5031482,,,,,
2947,,,,,,,,,,,137,151,137151,106.124583,121.1961337,,,,,
2948,,,,,,,,,,,137,152,137152,95.07140794,96.959255,,,,,
2949,,,,,,,,,,,137,153,137153,241.7132943,239.6921497,,,,,
